ED,AD,borough,neighborhood,ev25_total,ev_rate,ev_weight,ev_party_dem,ev_party_rep,ev_party_oth
41,49,BK,Dyker Heights,176,0.1,0.0002403573677044369,0.3806818181818182,0.45454545454545453,0.022727272727272728
34,64,SI,Emerson Hill,231,0.17,0.00031546904511207344,0.37662337662337664,0.39826839826839827,0.012987012987012988
41,63,SI,Graniteville,103,0.06,0.00014066368678157388,0.6407766990291263,0.17475728155339806,0.019417475728155338
33,68,MN,East Harlem,170,0.1,0.00023216336653269476,0.8235294117647058,0.011764705882352941,0.023529411764705882
55,57,BK,Prospect Heights,426,0.27,0.0005817740831936939,0.9342723004694836,0.004694835680751174,0.0
51,56,BK,Bedford Stuyvesant,36,0.03,4.916400703045301e-05,0.8888888888888888,0.05555555555555555,0.0
36,27,QN,College Point,162,0.09,0.00022123803163703851,0.4444444444444444,0.2777777777777778,0.043209876543209874
57,34,QN,Elmhurst,3,0.02,4.097000585871083e-06,1.0,0.0,0.0
51,47,BK,Bath Beach,38,0.2,5.189534075436706e-05,0.7368421052631579,0.10526315789473684,0.0
9,50,BK,Williamsburg,151,0.18,0.0002062156961555112,0.847682119205298,0.019867549668874173,0.0
51,44,BK,Borough Park,47,0.06,6.418634251198031e-05,0.6382978723404256,0.2978723404255319,0.0
14,60,BK,Canarsie,191,0.13,0.00026084237063379233,0.9109947643979057,0.031413612565445025,0.010471204188481676
55,55,BK,Ocean Hill,49,0.04,6.691767623589437e-05,0.9183673469387755,0.0,0.0
31,57,BK,Clinton Hill,75,0.04,0.0001024250146467771,0.8666666666666667,0.02666666666666667,0.0
41,51,BK,Park Slope,257,0.22,0.0003509763835229562,0.8638132295719845,0.027237354085603113,0.0038910505836575876
31,62,SI,Richmondtown,215,0.12,0.000293618375320761,0.4,0.4325581395348837,0.023255813953488372
30,23,QN,Far Rockaway,340,0.21,0.0004643267330653895,0.6205882352941177,0.21176470588235294,0.0058823529411764705
26,67,MN,Upper West Side,473,0.26,0.0006459604257056742,0.8562367864693446,0.023255813953488372,0.008456659619450317
4,34,QN,Astoria,396,0.28,0.000540804077334983,0.7878787878787878,0.08080808080808081,0.017676767676767676
56,47,BK,Ocean Parkway,10,0.07,1.3656668619570279e-05,0.3,0.2,0.0
22,62,SI,Eltingville,369,0.21,0.0005039310720621434,0.2899728997289973,0.5501355013550135,0.018970189701897018
55,47,BK,Gravesend,15,0.1,2.048500292935542e-05,0.6,0.2,0.0
50,56,BK,Bedford Stuyvesant,231,0.12,0.00031546904511207344,0.922077922077922,0.004329004329004329,0.004329004329004329
1,58,BK,East Flatbush,76,0.07,0.00010379068150873412,0.9078947368421053,0.013157894736842105,0.0
35,32,QN,South Jamaica,59,0.1,8.057434485546465e-05,0.8813559322033898,0.0,0.0
6,31,QN,Far Rockaway,28,0.02,3.823867213479678e-05,0.8214285714285714,0.07142857142857142,0.0
37,55,BK,East New York,8,0.03,1.0925334895656223e-05,1.0,0.0,0.0
12,27,QN,Flushing,137,0.07,0.00018709636008811282,0.7445255474452555,0.0948905109489051,0.0
35,56,BK,Bedford Stuyvesant,223,0.14,0.00030454371021641725,0.8834080717488789,0.008968609865470852,0.0
10,33,QN,Queens Village,154,0.09,0.0002103126967413823,0.7467532467532467,0.13636363636363635,0.032467532467532464
29,72,MN,Washington Heights,142,0.1,0.00019392469439789796,0.852112676056338,0.035211267605633804,0.014084507042253521
10,31,QN,Edgemere,37,0.03,5.052967389241003e-05,0.7297297297297297,0.13513513513513514,0.02702702702702703
47,85,BX,Soundview,27,0.04,3.687300527283975e-05,0.7407407407407407,0.18518518518518517,0.0
47,70,MN,Central Harlem,144,0.12,0.00019665602812181203,0.8888888888888888,0.020833333333333332,0.0
28,44,BK,Park Slope,574,0.4,0.000783892778763334,0.8850174216027874,0.01916376306620209,0.005226480836236934
8,29,QN,Laurelton,73,0.06,9.969368092286304e-05,0.9041095890410958,0.0273972602739726,0.0273972602739726
16,45,BK,Homecrest,638,0.34,0.0008712954579285838,0.6520376175548589,0.2476489028213166,0.017241379310344827
17,40,QN,Flushing,124,0.13,0.00016934269088267147,0.7419354838709677,0.08870967741935484,0.024193548387096774
38,42,BK,Flatbush,192,0.11,0.00026220803749574934,0.8333333333333334,0.015625,0.020833333333333332
11,31,QN,Arverne,76,0.05,0.00010379068150873412,0.8552631578947368,0.02631578947368421,0.0
25,56,BK,Bedford Stuyvesant,272,0.16,0.00037146138645231157,0.9227941176470589,0.0,0.003676470588235294
16,56,BK,Bedford Stuyvesant,123,0.08,0.00016797702402071443,0.9105691056910569,0.0,0.0
18,59,BK,Canarsie,224,0.15,0.00030590937707837426,0.90625,0.026785714285714284,0.017857142857142856
39,42,BK,East Flatbush,133,0.08,0.00018163369264028473,0.9323308270676691,0.015037593984962405,0.0
34,30,QN,Elmhurst,119,0.12,0.0001625143565728863,0.6470588235294118,0.13445378151260504,0.008403361344537815
46,50,BK,Williamsburg,90,0.05,0.00012291001757613253,0.7333333333333333,0.14444444444444443,0.0
21,47,BK,Ocean Parkway,53,0.04,7.238034368372248e-05,0.5660377358490566,0.18867924528301888,0.0
10,50,BK,Greenpoint,205,0.25,0.00027996170670119074,0.8439024390243902,0.02926829268292683,0.0
10,34,QN,Corona,47,0.03,6.418634251198031e-05,0.7021276595744681,0.2127659574468085,0.0
45,31,QN,South Ozone Park,85,0.05,0.00011608168326634738,0.7176470588235294,0.09411764705882353,0.023529411764705882
31,23,QN,Far Rockaway,273,0.16,0.00037282705331426864,0.706959706959707,0.17582417582417584,0.01098901098901099
27,83,BX,Williamsbridge,30,0.03,4.097000585871084e-05,0.8,0.1,0.0
48,38,QN,Ozone Park,48,0.03,6.555200937393733e-05,0.7291666666666666,0.1875,0.041666666666666664
61,26,QN,Auburndale,159,0.09,0.00021714103105116743,0.610062893081761,0.1949685534591195,0.0
43,41,BK,Homecrest,93,0.07,0.00012700701816200358,0.4946236559139785,0.27956989247311825,0.0
21,60,BK,East New York,163,0.13,0.00022260369849899555,0.9263803680981595,0.024539877300613498,0.012269938650306749
10,30,QN,Maspeth,149,0.09,0.00020348436243159716,0.5167785234899329,0.20134228187919462,0.06040268456375839
13,32,QN,Rochdale,9,0.11,1.2291001757613252e-05,0.7777777777777778,0.2222222222222222,0.0
2,59,BK,Canarsie,98,0.07,0.00013383535247178874,0.9081632653061225,0.0,0.0
25,65,MN,Chinatown,104,0.1,0.00014202935364353091,0.8269230769230769,0.038461538461538464,0.0
27,29,QN,St. Albans,200,0.11,0.0002731333723914056,0.905,0.02,0.005
6,83,BX,Eastchester,178,0.12,0.00024308870142835098,0.8876404494382022,0.02247191011235955,0.011235955056179775
37,29,QN,St. Albans,111,0.08,0.0001515890216772301,0.8648648648648649,0.009009009009009009,0.02702702702702703
35,41,BK,Madison,434,0.33,0.0005926994180893502,0.6820276497695853,0.22119815668202766,0.0069124423963133645
72,52,BK,Boerum Hill,126,0.19,0.00017207402460658552,0.8650793650793651,0.007936507936507936,0.0
33,50,BK,Williamsburg,264,0.17,0.0003605360515566554,0.7916666666666666,0.06818181818181818,0.0
18,82,BX,Throgs Neck,308,0.22,0.0004206253934827646,0.4707792207792208,0.32142857142857145,0.022727272727272728
11,33,QN,Bellerose,119,0.12,0.0001625143565728863,0.7647058823529411,0.10084033613445378,0.03361344537815126
63,57,BK,Prospect Lefferts Gardens,418,0.25,0.0005708487482980377,0.9210526315789473,0.007177033492822967,0.004784688995215311
28,34,QN,Jackson Heights,68,0.06,9.286534661307789e-05,0.6911764705882353,0.16176470588235295,0.0
1,72,MN,Kingsbridge,20,0.01,2.7313337239140558e-05,0.8,0.0,0.0
15,42,BK,Prospect Park South,282,0.16,0.0003851180550718819,0.9042553191489362,0.010638297872340425,0.010638297872340425
28,63,SI,Willowbrook,323,0.18,0.00044111039641212,0.3622291021671827,0.4086687306501548,0.006191950464396285
28,29,QN,St. Albans,149,0.08,0.00020348436243159716,0.9328859060402684,0.026845637583892617,0.013422818791946308
47,27,QN,Hillcrest,57,0.08,7.784301113155059e-05,0.543859649122807,0.14035087719298245,0.03508771929824561
36,71,MN,Hamilton Heights,133,0.08,0.00018163369264028473,0.8571428571428571,0.022556390977443608,0.007518796992481203
35,45,BK,Brighton Beach,108,0.11,0.000147492021091359,0.4351851851851852,0.3425925925925926,0.0
51,55,BK,Crown Heights,131,0.07,0.00017890235891637065,0.9236641221374046,0.007633587786259542,0.0
4,60,BK,East New York,75,0.05,0.0001024250146467771,0.92,0.02666666666666667,0.013333333333333334
63,32,QN,Rochdale,80,0.08,0.00010925334895656223,0.925,0.0125,0.0375
51,57,BK,Prospect Heights,365,0.18,0.0004984684046143152,0.936986301369863,0.0027397260273972603,0.0
8,30,QN,Maspeth,133,0.08,0.00018163369264028473,0.5714285714285714,0.18796992481203006,0.0
41,45,BK,Gravesend,203,0.1,0.00027723037297727667,0.5221674876847291,0.3251231527093596,0.019704433497536946
61,33,QN,Queens Village,165,0.11,0.0002253350322229096,0.8666666666666667,0.030303030303030304,0.012121212121212121
42,40,QN,Auburndale,6,0.13,8.194001171742167e-06,0.8333333333333334,0.0,0.0
55,50,BK,Williamsburg,101,0.19,0.00013793235305765983,0.900990099009901,0.009900990099009901,0.0
67,43,BK,Prospect Lefferts Gardens,221,0.11,0.0003018123764925032,0.8552036199095022,0.01809954751131222,0.013574660633484163
17,25,QN,Fresh Meadows,283,0.17,0.0003864837219338389,0.5441696113074205,0.2332155477031802,0.02120141342756184
44,40,QN,Flushing,62,0.11,8.467134544133574e-05,0.5,0.25806451612903225,0.016129032258064516
40,54,BK,Bushwick,263,0.16,0.00035917038469469837,0.9011406844106464,0.015209125475285171,0.0038022813688212928
9,56,BK,Bedford Stuyvesant,247,0.18,0.0003373197149033859,0.8906882591093117,0.004048582995951417,0.004048582995951417
58,71,MN,Hamilton Heights,266,0.18,0.00036326738528056946,0.8984962406015038,0.011278195488721804,0.022556390977443608
40,71,MN,Hamilton Heights,138,0.09,0.00018846202695006986,0.8985507246376812,0.021739130434782608,0.007246376811594203
11,40,QN,Flushing,71,0.06,9.696234719894898e-05,0.6619718309859155,0.1267605633802817,0.0
44,38,QN,Ridgewood,121,0.15,0.0001652456902968004,0.8429752066115702,0.049586776859504134,0.008264462809917356
39,40,QN,Whitestone,71,0.1,9.696234719894898e-05,0.36619718309859156,0.39436619718309857,0.014084507042253521
13,53,BK,Bushwick,274,0.17,0.00037419272017622565,0.9343065693430657,0.01824817518248175,0.0
19,28,QN,Ridgewood,122,0.13,0.0001666113571587574,0.6557377049180327,0.11475409836065574,0.01639344262295082
18,68,MN,East Harlem,33,0.04,4.506700644458192e-05,0.8484848484848485,0.0,0.0
26,79,BX,Crotona Park East,14,0.02,1.911933606739839e-05,1.0,0.0,0.0
55,41,BK,Sheepshead Bay,147,0.1,0.00020075302870768312,0.42857142857142855,0.29931972789115646,0.013605442176870748
27,79,BX,Crotona Park East,52,0.04,7.101467682176546e-05,0.75,0.1346153846153846,0.0
16,60,BK,Canarsie,125,0.1,0.00017070835774462848,0.912,0.0,0.008
14,30,QN,Elmhurst,23,0.09,3.1410337825011643e-05,0.7391304347826086,0.08695652173913043,0.0
63,36,QN,Astoria,493,0.25,0.0006732737629448148,0.8296146044624746,0.056795131845841784,0.006085192697768763
33,29,QN,Rochdale,69,0.07,9.423101347503493e-05,0.9420289855072463,0.028985507246376812,0.0
35,30,QN,Elmhurst,168,0.1,0.00022943203280878068,0.6190476190476191,0.1488095238095238,0.011904761904761904
56,55,BK,Crown Heights,129,0.08,0.0001761710251924566,0.9224806201550387,0.0,0.023255813953488372
2,27,QN,Kew Gardens Hills,387,0.21,0.0005285130755773698,0.7235142118863049,0.10077519379844961,0.012919896640826873
47,83,BX,Wakefield,88,0.07,0.00012017868385221845,0.9090909090909091,0.022727272727272728,0.0
10,40,QN,Flushing,85,0.08,0.00011608168326634738,0.7294117647058823,0.1411764705882353,0.03529411764705882
22,85,BX,Soundview,80,0.04,0.00010925334895656223,0.7625,0.0875,0.025
22,53,BK,East Williamsburg,176,0.09,0.0002403573677044369,0.875,0.028409090909090908,0.0
29,55,BK,Brownsville,59,0.08,8.057434485546465e-05,0.8983050847457628,0.0,0.0
54,56,BK,Crown Heights,102,0.11,0.00013929801991961684,0.8921568627450981,0.00980392156862745,0.0
2,38,QN,Ridgewood,351,0.17,0.0004793490685469168,0.9088319088319088,0.005698005698005698,0.008547008547008548
51,72,MN,Washington Heights,95,0.08,0.00012973835188591766,0.8421052631578947,0.06315789473684211,0.021052631578947368
27,62,SI,Great Kills,293,0.17,0.00040014039055340917,0.3037542662116041,0.5085324232081911,0.020477815699658702
2,49,BK,Borough Park,8,0.04,1.0925334895656223e-05,0.75,0.25,0.0
9,83,BX,Allerton,23,0.02,3.1410337825011643e-05,0.6521739130434783,0.08695652173913043,0.0
29,75,MN,Hell's Kitchen,264,0.17,0.0003605360515566554,0.7727272727272727,0.07196969696969698,0.007575757575757576
16,31,QN,Arverne,243,0.16,0.0003318570474555578,0.7654320987654321,0.10699588477366255,0.012345679012345678
35,25,QN,Flushing,96,0.06,0.00013110401874787467,0.59375,0.17708333333333334,0.010416666666666666
50,84,BX,Mott Haven,33,0.02,4.506700644458192e-05,0.9090909090909091,0.0,0.0
26,63,SI,Willowbrook,226,0.17,0.0003086407108022883,0.5265486725663717,0.3274336283185841,0.017699115044247787
25,61,SI,Port Richmond,99,0.08,0.00013520101933374575,0.5656565656565656,0.21212121212121213,0.030303030303030304
42,57,BK,Crown Heights,233,0.24,0.0003182003788359875,0.8969957081545065,0.017167381974248927,0.0
47,32,QN,Rochdale,119,0.1,0.0001625143565728863,0.907563025210084,0.0,0.008403361344537815
60,57,BK,Prospect Heights,569,0.26,0.0007770644444535489,0.9332161687170475,0.007029876977152899,0.0035149384885764497
34,42,BK,Ditmas Park,119,0.12,0.0001625143565728863,0.9411764705882353,0.025210084033613446,0.0
37,26,QN,Bay Terrace,171,0.13,0.00023352903339465177,0.5380116959064327,0.24561403508771928,0.023391812865497075
12,62,SI,Huguenot,304,0.17,0.0004151627260349365,0.2894736842105263,0.5197368421052632,0.01644736842105263
52,45,BK,Manhattan Beach,94,0.09,0.00012837268502396062,0.4148936170212766,0.3191489361702128,0.031914893617021274
59,24,QN,Hollis Hills,230,0.18,0.00031410337825011643,0.6130434782608696,0.20869565217391303,0.021739130434782608
11,34,QN,Jackson Heights,50,0.05,6.82833430978514e-05,0.96,0.0,0.0
17,41,BK,Flatlands,74,0.06,0.00010105934778482006,0.918918918918919,0.0,0.05405405405405406
16,23,QN,Arverne,101,0.11,0.00013793235305765983,0.594059405940594,0.25742574257425743,0.0297029702970297
34,70,MN,Upper West Side,291,0.21,0.00039740905682949515,0.9175257731958762,0.013745704467353952,0.0
31,46,BK,Bath Beach,77,0.09,0.00010515634837069115,0.5844155844155844,0.24675324675324675,0.0
20,67,MN,Upper West Side,439,0.26,0.0005995277523991353,0.7767653758542141,0.04328018223234624,0.011389521640091117
54,81,BX,Kingsbridge,99,0.08,0.00013520101933374575,0.7676767676767676,0.09090909090909091,0.020202020202020204
62,58,BK,Canarsie,142,0.09,0.00019392469439789796,0.8873239436619719,0.028169014084507043,0.014084507042253521
57,54,BK,Bushwick,135,0.1,0.00018436502636419878,0.9111111111111111,0.014814814814814815,0.0
3,40,QN,Flushing,44,0.04,6.0089341926109226e-05,0.6363636363636364,0.18181818181818182,0.0
10,75,MN,Upper West Side,349,0.17,0.0004766177348230027,0.6934097421203438,0.09169054441260745,0.0
60,58,BK,Canarsie,169,0.1,0.00023079769967073772,0.8816568047337278,0.01775147928994083,0.01775147928994083
16,42,BK,Park Slope,220,0.14,0.00030044670963054617,0.9272727272727272,0.00909090909090909,0.0
51,80,BX,Allerton,52,0.04,7.101467682176546e-05,0.8461538461538461,0.038461538461538464,0.038461538461538464
53,57,BK,Prospect Heights,258,0.21,0.0003523420503849132,0.9147286821705426,0.0,0.003875968992248062
30,36,QN,Long Island City,164,0.16,0.0002239693653609526,0.8109756097560976,0.018292682926829267,0.018292682926829267
35,34,QN,East Elmhurst,41,0.04,5.599234134023815e-05,0.6829268292682927,0.07317073170731707,0.0
44,33,QN,St. Albans,200,0.11,0.0002731333723914056,0.94,0.015,0.005
38,86,BX,East Tremont,64,0.04,8.740267916524978e-05,0.8125,0.046875,0.0
56,54,BK,Bushwick,158,0.11,0.00021577536418921042,0.9113924050632911,0.006329113924050633,0.0
5,83,BX,Baychester,113,0.09,0.00015432035540114414,0.8672566371681416,0.05309734513274336,0.0
54,46,BK,Coney Island,96,0.1,0.00013110401874787467,0.3541666666666667,0.4479166666666667,0.03125
17,82,BX,Throgs Neck,8,0.05,1.0925334895656223e-05,0.5,0.5,0.0
11,27,QN,Hillcrest,33,0.06,4.506700644458192e-05,0.6363636363636364,0.12121212121212122,0.0
44,81,BX,Wakefield,84,0.05,0.00011471601640439034,0.8333333333333334,0.05952380952380952,0.0
6,60,BK,East New York,184,0.13,0.00025128270260009315,0.8532608695652174,0.03804347826086957,0.010869565217391304
64,59,BK,Marine Park,3,0.14,4.097000585871083e-06,1.0,0.0,0.0
41,57,BK,Crown Heights,217,0.21,0.0002963497090446751,0.8894009216589862,0.0,0.004608294930875576
2,40,QN,Flushing,50,0.05,6.82833430978514e-05,0.38,0.18,0.02
24,59,BK,Flatlands,25,0.02,3.41416715489257e-05,0.76,0.04,0.04
60,50,BK,Williamsburg,280,0.21,0.0003823867213479678,0.8785714285714286,0.03571428571428571,0.0035714285714285713
47,72,MN,Washington Heights,98,0.08,0.00013383535247178874,0.8469387755102041,0.01020408163265306,0.0
20,70,MN,Central Harlem,323,0.19,0.00044111039641212,0.8761609907120743,0.021671826625386997,0.01238390092879257
15,54,BK,East New York,46,0.05,6.282067565002329e-05,0.9347826086956522,0.0,0.0
61,67,MN,Hell's Kitchen,166,0.12,0.00022670069908486664,0.7891566265060241,0.060240963855421686,0.04216867469879518
64,29,QN,Springfield Gardens,19,0.14,2.594767037718353e-05,0.9473684210526315,0.0,0.0
17,50,BK,Greenpoint,436,0.26,0.0005954307518132642,0.8509174311926605,0.04357798165137615,0.016055045871559634
15,62,SI,Eltingville,403,0.23,0.0005503637453686823,0.2506203473945409,0.5682382133995038,0.022332506203473945
7,26,QN,Glen Oaks,262,0.16,0.0003578047178327413,0.6564885496183206,0.15267175572519084,0.026717557251908396
29,39,QN,Corona,26,0.03,3.550733841088273e-05,0.8846153846153846,0.0,0.0
10,51,BK,Sunset Park,143,0.14,0.000195290361259855,0.6993006993006993,0.15384615384615385,0.0
14,62,SI,Annadale,390,0.23,0.0005326100761632408,0.23076923076923078,0.5641025641025641,0.01282051282051282
15,51,BK,Sunset Park,89,0.06,0.00012154435071417549,0.7528089887640449,0.10112359550561797,0.0
39,87,BX,Soundview,102,0.06,0.00013929801991961684,0.8137254901960784,0.029411764705882353,0.0
59,57,BK,Prospect Heights,350,0.28,0.0004779834016849598,0.9257142857142857,0.005714285714285714,0.0
31,47,BK,Bath Beach,21,0.06,2.8679004101097586e-05,0.47619047619047616,0.23809523809523808,0.0
3,71,MN,Washington Heights,299,0.16,0.00040833439172515134,0.862876254180602,0.030100334448160536,0.020066889632107024
14,24,QN,Richmond Hill,58,0.03,7.920867799350761e-05,0.6724137931034483,0.15517241379310345,0.017241379310344827
29,44,BK,Windsor Terrace,602,0.37,0.0008221314508981308,0.8920265780730897,0.013289036544850499,0.008305647840531562
5,53,BK,Bushwick,198,0.13,0.0002704020386674915,0.8636363636363636,0.025252525252525252,0.005050505050505051
17,71,MN,Washington Heights,294,0.18,0.00040150605741536623,0.826530612244898,0.047619047619047616,0.006802721088435374
52,71,MN,Hamilton Heights,262,0.12,0.0003578047178327413,0.8893129770992366,0.015267175572519083,0.003816793893129771
50,85,BX,Soundview,36,0.03,4.916400703045301e-05,0.7777777777777778,0.08333333333333333,0.027777777777777776
52,44,BK,Kensington,52,0.21,7.101467682176546e-05,0.75,0.1346153846153846,0.019230769230769232
52,55,BK,Crown Heights,162,0.09,0.00022123803163703851,0.9135802469135802,0.006172839506172839,0.0
23,25,QN,Oakland Gardens,90,0.09,0.00012291001757613253,0.6111111111111112,0.15555555555555556,0.0
27,40,QN,Flushing,79,0.04,0.00010788768209460521,0.6075949367088608,0.05063291139240506,0.012658227848101266
50,49,BK,Bensonhurst,93,0.09,0.00012700701816200358,0.4946236559139785,0.1827956989247312,0.043010752688172046
5,38,QN,Ridgewood,98,0.13,0.00013383535247178874,0.8571428571428571,0.02040816326530612,0.0
24,72,MN,Inwood,77,0.07,0.00010515634837069115,0.8831168831168831,0.06493506493506493,0.0
79,64,BK,Bay Ridge,108,0.08,0.000147492021091359,0.7685185185185185,0.12037037037037036,0.0
31,35,QN,Corona,139,0.12,0.00018982769381202687,0.5683453237410072,0.17985611510791366,0.03597122302158273
66,57,BK,Prospect Lefferts Gardens,217,0.2,0.0002963497090446751,0.9124423963133641,0.0,0.004608294930875576
4,25,QN,Hillcrest,83,0.1,0.00011335034954243332,0.6265060240963856,0.12048192771084337,0.03614457831325301
37,83,BX,Eastchester,46,0.05,6.282067565002329e-05,0.9782608695652174,0.0,0.0
3,83,BX,Baychester,108,0.06,0.000147492021091359,0.8703703703703703,0.018518518518518517,0.009259259259259259
1,38,QN,Ridgewood,226,0.14,0.0003086407108022883,0.9070796460176991,0.004424778761061947,0.0
53,56,BK,Crown Heights,200,0.12,0.0002731333723914056,0.905,0.0,0.0
5,26,QN,Queens Village,6,0.04,8.194001171742167e-06,0.5,0.3333333333333333,0.0
43,84,BX,Mott Haven,22,0.02,3.0044670963054613e-05,0.8181818181818182,0.045454545454545456,0.0
36,48,BK,Ocean Parkway,147,0.14,0.00020075302870768312,0.5238095238095238,0.29931972789115646,0.0
15,36,QN,Long Island City,158,0.25,0.00021577536418921042,0.7531645569620253,0.03164556962025317,0.012658227848101266
32,42,BK,East Flatbush,105,0.1,0.00014339502050548792,0.8571428571428571,0.009523809523809525,0.0380952380952381
27,25,QN,Bayside,129,0.08,0.0001761710251924566,0.6201550387596899,0.14728682170542637,0.007751937984496124
5,41,BK,Flatlands,163,0.13,0.00022260369849899555,0.8834355828220859,0.006134969325153374,0.006134969325153374
23,61,SI,Port Richmond,126,0.08,0.00017207402460658552,0.746031746031746,0.12698412698412698,0.007936507936507936
37,86,BX,Belmont,55,0.04,7.511167740763654e-05,0.9090909090909091,0.0,0.0
10,49,BK,Sunset Park,96,0.08,0.00013110401874787467,0.6458333333333334,0.15625,0.010416666666666666
46,45,BK,Brighton Beach,102,0.08,0.00013929801991961684,0.4803921568627451,0.24509803921568626,0.029411764705882353
5,62,SI,Richmond Valley,356,0.22,0.00048617740285670195,0.199438202247191,0.6207865168539326,0.019662921348314606
58,24,QN,Holliswood,340,0.25,0.0004643267330653895,0.5911764705882353,0.26176470588235295,0.020588235294117647
41,87,BX,Soundview,97,0.08,0.0001324696856098317,0.8865979381443299,0.020618556701030927,0.010309278350515464
55,42,BK,Midwood,222,0.16,0.0003031780433544602,0.7297297297297297,0.15315315315315314,0.009009009009009009
40,26,QN,Bay Terrace,202,0.2,0.00027586470611531966,0.5544554455445545,0.18811881188118812,0.039603960396039604
50,24,QN,Fresh Meadows,110,0.19,0.00015022335481527308,0.4,0.36363636363636365,0.06363636363636363
19,49,BK,Bensonhurst,57,0.05,7.784301113155059e-05,0.47368421052631576,0.2982456140350877,0.017543859649122806
14,58,BK,East Flatbush,51,0.03,6.964900995980842e-05,0.9215686274509803,0.0392156862745098,0.0
57,33,QN,Hollis,108,0.08,0.000147492021091359,0.8796296296296297,0.027777777777777776,0.009259259259259259
27,47,BK,Bensonhurst,132,0.08,0.0001802680257783277,0.45454545454545453,0.2803030303030303,0.015151515151515152
47,30,QN,Jackson Heights,135,0.13,0.00018436502636419878,0.725925925925926,0.08888888888888889,0.0
51,69,MN,Upper West Side,252,0.18,0.00034414804921317104,0.8373015873015873,0.011904761904761904,0.01984126984126984
62,24,QN,Oakland Gardens,171,0.1,0.00023352903339465177,0.5555555555555556,0.25146198830409355,0.04093567251461988
66,44,BK,Kensington,223,0.11,0.00030454371021641725,0.8071748878923767,0.08520179372197309,0.0
49,31,QN,Ozone Park,9,0.07,1.2291001757613252e-05,0.8888888888888888,0.0,0.0
24,45,BK,Gravesend,57,0.04,7.784301113155059e-05,0.5263157894736842,0.2982456140350877,0.0
40,87,BX,Soundview,133,0.08,0.00018163369264028473,0.7518796992481203,0.06766917293233082,0.007518796992481203
26,39,QN,Elmhurst,60,0.04,8.194001171742167e-05,0.5333333333333333,0.15,0.016666666666666666
56,29,QN,Hollis,61,0.04,8.33056785793787e-05,0.9180327868852459,0.01639344262295082,0.0
45,41,BK,Madison,227,0.17,0.00031000637766424535,0.5066079295154186,0.2643171806167401,0.02643171806167401
17,54,BK,Cypress Hills,19,0.03,2.594767037718353e-05,0.8947368421052632,0.05263157894736842,0.0
64,70,MN,Upper West Side,383,0.22,0.0005230504081295417,0.8590078328981723,0.013054830287206266,0.007832898172323759
54,44,BK,Prospect Park South,308,0.25,0.0004206253934827646,0.9058441558441559,0.012987012987012988,0.006493506493506494
27,38,QN,Woodhaven,54,0.09,7.37460105456795e-05,0.5,0.3148148148148148,0.0
49,56,BK,Bedford Stuyvesant,235,0.14,0.00032093171255990154,0.9319148936170213,0.0,0.00425531914893617
42,62,SI,Huguenot,369,0.21,0.0005039310720621434,0.22493224932249323,0.5718157181571816,0.03523035230352303
43,78,BX,Fordham,128,0.08,0.00017480535833049957,0.7421875,0.0625,0.0234375
10,32,QN,Jamaica Center,63,0.07,8.603701230329276e-05,0.7142857142857143,0.047619047619047616,0.0
14,57,BK,Clinton Hill,78,0.07,0.00010652201523264817,0.8717948717948718,0.038461538461538464,0.0
2,35,QN,Astoria,74,0.07,0.00010105934778482006,0.6621621621621622,0.06756756756756757,0.013513513513513514
51,41,BK,Gerritsen Beach,47,0.06,6.418634251198031e-05,0.6595744680851063,0.0851063829787234,0.0
15,80,BX,Pelham Parkway,143,0.1,0.000195290361259855,0.8321678321678322,0.04895104895104895,0.0
24,29,QN,Cambria Heights,26,0.15,3.550733841088273e-05,0.9615384615384616,0.0,0.0
67,36,QN,Long Island City,29,0.22,3.960433899675381e-05,0.7586206896551724,0.06896551724137931,0.0
43,25,QN,Flushing,142,0.09,0.00019392469439789796,0.6408450704225352,0.14788732394366197,0.007042253521126761
8,32,QN,Briarwood,49,0.03,6.691767623589437e-05,0.6530612244897959,0.16326530612244897,0.0
32,33,QN,Cambria Heights,330,0.19,0.0004506700644458192,0.8848484848484849,0.00909090909090909,0.015151515151515152
5,33,QN,Bellerose,213,0.14,0.00029088704159684693,0.7370892018779343,0.1643192488262911,0.004694835680751174
20,34,QN,Astoria,320,0.16,0.00043701339582624893,0.778125,0.06875,0.0
28,60,BK,East New York,142,0.09,0.00019392469439789796,0.8873239436619719,0.02112676056338028,0.0
53,72,MN,Washington Heights,120,0.08,0.00016388002343484335,0.8666666666666667,0.041666666666666664,0.0
68,70,MN,East Harlem,39,0.03,5.3261007616324086e-05,0.8717948717948718,0.02564102564102564,0.0
28,26,QN,Oakland Gardens,250,0.15,0.00034141671548925697,0.564,0.18,0.016
37,27,QN,College Point,118,0.07,0.0001611486897109293,0.5254237288135594,0.2288135593220339,0.025423728813559324
62,71,MN,Central Harlem,123,0.12,0.00016797702402071443,0.9186991869918699,0.024390243902439025,0.016260162601626018
30,48,BK,Ocean Parkway,308,0.27,0.0004206253934827646,0.7045454545454546,0.18831168831168832,0.0
34,82,BX,Pelham Bay,106,0.09,0.00014476068736744496,0.6698113207547169,0.2169811320754717,0.0
54,29,QN,Jamaica Estates,80,0.06,0.00010925334895656223,0.6625,0.125,0.0
58,41,BK,Sheepshead Bay,338,0.21,0.00046159539934147544,0.41420118343195267,0.2485207100591716,0.005917159763313609
